Hospital Names,Addresses,Category,Contact Info
P. Gonzales Memorial Hospital Inc.,"Address: 582 J.P. Rizal St., Lamuan, Malanday, Marikina City",Level 1/ Primary,Contact No.: 9337231
Duque General Hospital,"Address: San Juan, Batangas",Category: Level 2/Secondary,Contact No.: (043) 575-5090
St. Nicholas Doctos General Hospital,"Address: Pob., San Nicolas, Batangas",Category: Level 1/Primary,Contact No.: (043) 210-5381
St. Frances Cabrini Medical Center,"Address: Maharlika Highway, Sto. Tomas, Batangas",Category: Level 3,Contact No.: (043) 7784811-15
Gregorio Del Pilar District Hospital,"Address: Bagumbayan,Bulacan",Category: Level 2 /Secondary,Contact No.: 044-7920119; Fax 7922920
Pamplona Medical Clinic,"Address: 46 Real St., Pamplona, 1701, Las Piñas City",Level 2/ Secondary,Contact No.: 8730524/8576
Sto. Tomas General Hospital,"Address: Pres. Laurel Highway, Sto. Tomas, Batangas",Category: Level 2/Secondary,Contact No.: (043) 778-2117
Camarines Norte Provincial Hospital,"Address: Daet, Camarines Norte",Category:Level 3/Tertiary,Contact No.056-7215457
Pascual General Hospital,"Address: 130 Quirino Highway Baesa, Quezon City",Category: Level 2/Secondary,Contact No.: 3625862
Labo District Hospital,"Address: Labo, Camarines Norte",Category: Level 2/Secondary,Contact No. none
Mendoza General Hospital,"Address: Poblacion, Sta. Maria, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-8407086/6411582
The Lord's Hospital,"Address: Meymart Road, Calvario,Meycauayan, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-8403381
Pasig Medical & Maternity Hospital Foundation Inc.,"Address: 101 London Street, Pasig Greenpark Village, Mangahan, 1600, Pasig City",Category: Level 1/ Primary,Contact No.: 6461067
Bicol Sanitarium,Address: Cabusao Camarines Sur,Category:Level 1/Primary-DOH Retained,Contact No. (054)473-2244/ (054)472-4422
Caramoan Municipal Hospital,"Address: Tawog, Caramoan, Camarines Sur",Category:Level 1/Primary,Contact No.63-054-4754917
Pasolo Maternity & Medical Clinic Inc.,"Address: 152 Pasolo St., Valenzuela City 1405",Category: Level 1/ Primary,Contact No.: 2923805
Perpetual Help Hospital,"Address: 1504 Laong Laan St., Sampaloc, 1008, Manila",Category: Level 3/ Tertiary,Contact No.: 7318177
Garchitorena Medicare Community Hospital,Address: Catnub Pambuhan Garchitorena Camarines Sur,Category:Level 1/Primary,Contact No.none
Philippine Air Force General Hospital,"Address: Villamor Air Base, 1309, Pasay City",Category: Level 3/ Tertiary,Contact No.: 8535056
PNP General Hospital,"Address:EDSA, Camp Crame, Quezon City",Category: Level 3/ Tertiary,Contact No.: 7230401 loc3066/7220670
San Miguel District Hospital,"Address: Sta. Rita Old,San Miguel, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6782070/7640130
Emmanuel Hospital,"Address: San Jose, San Miguel, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-7640264/6780100/9133
Libmanan District Hospital,"Address: Libmanan, Camarines Sur",Category:Level 2/Secondary,Contact No. (054) 511-8225
St. Vincent de Paul Hospital,"Address: Pob. 2, Sto. Tomas, Batangas",Category: Level 2/Secondary,Contact No.: (043) 778-1060
Ocampo Municipal Hospital,"Address: Ocampo, Camarines sur",Category:Level 1/Primary,Contact No.475-3418/477-3160
St. Mary's Medical Services Inc.,"Address: J.P. Rizal Street, Sta. Maria, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 044-6411416
Assumpta Medical Hospital,Address: Assumpta Medical Hospital,Category: Level 1/Primary,Contact No.: (043) 421-1267
Ragay District Hospital,"Address: Ragay, Camarines Sur",Category:Level 1/Primary,Contact No.(054) 741-1134
Taal Polymedic Hospital and Medical Center,"Address: Diversion Road, Carasuche, Taal Batangas",Category: Level 3/Tertiary,Contact No.: (043) 214-2384
San Jose Medicare Community Hospital,"Address: Del Carmen, San Jose, Camarines Sur",Category:Level 1/Primary,Contact No.(054) 454-2145
Presidential Security Group Station Hospital,"Address: Malacanang Park 1005, Manila",Contact No.: 521-2301,
Protacio Medical Services,"Address: 484 Quirino Avenue, Tambo, 1700, Paranaque",Category: Level 2/ Secondary,Contact No.: 8522953/8521360
St. Agnes General Hospital Inc.,"Address: 241 Roosevelt Ave., San Francisco Del Monte, Quezon City",Category: Level 3/Tertiary,Contact No.: 3741314
Ed & Tita's General Hospital,"Address: 206 Gov. E. Halili Ave., Bagbaguin, Sta. Maria, Bulacan",Category: Level 1/ Primary,Contact No.: 044-6412454
Sipocot District Hospital,"Address: Sipocot, Camarines Sur",Category:Level 2/Secondary,Contact No.(054) 256-6349
Queensberry Hospital,"Address: 56 Ramires St., Novaliches, Quezon City",Category: Level 2/ Secondary,Contact No.: 4175827
Sta. Clara de Montefalco Hospital,"Address: Km. 20 NLEX Servcie Rd. Malhacan, Meycauayan, Bulacan, Philippines",Category: Level 3/ Tertiary,Contact No.: 044-6953647
Siruma Municipal Hospital,Address: Siruma Camarines Norte,Category:Level 1/Primary,Contact No. none
Sabater General Hospital,"Address: Caruncho Avenue, 1600, Pasig City",Level 2/ Secondary,Contact No.: 6418194
St. Andrew Hospital,"Address: Tumaway, Talisay, Batangas",Category: Level 2/Secondary,Contact No.: (043) 773-0196
Salve Regina General Hospital Inc.,"Address: Lot A2A Marcos Hi-way, Dela Paz, Pasig City",Level 2/ Secondary,Contact No.: 9337133-35 Fax 6453035
Calalang General Hospital,"Address: 16R Valenzuela St., Mc Arthur Hi-way, Marulas",Category: Level 2/ Secondary,Contact No.: 2916801 to 01 Fax 2917113
San Juan De Dios Educational Foundation Inc.,"Address: 2772 Roxas Boulevard, 1300, Pasay City",Level 4/ Specialty,Contact No.: 8319731 to 36/8315641 to 49
Tinambac Medicare Community Hosp.,"Address: Tinambac, Camarines Sur",Category:Level 1/Primary,Contact No.none
Santissimo Rosario General Hospital,"Address: No. 2 Espiritu Street, Marulas",Category: Level 2/ Secondary,Contact No.: 2916985
Tuy General Hospital,"Address: 6 Burgos St., Tuy, Batangas",Category: Level 2/Secondary,Contact No.: (043) 332-0046
San Ramon Hospital,"Address: # 38 Gen. Ordoñez St., Rancho 4, Marikina City",Category: Level 1/ Primary,Contact No.: 9418040
John Paul Hospital,Address: 26 Mariano Ponce cor. Tirad Pass St.,Category: Level 2/ Secondary,Contact No.: 3618959 Fax 3612401
Tinambac Municipal Infirmary,"Address: Binmaley, Tinambac, Camarines Sur",Category:Level 1/Primary,Contact No.none
San Roque Medical Clinic,"Address: 249 T. Montillano St., Alabang, Muntinlupa City",Level 1/Primary,Contact No.: 8422950/2842/2856
South Superhighway Medical Center,"Address: Km. 17 West Service Road, South Superhighway, Paranaque City",Level 3/ Tertiary,Contact No.: 8235250/8218454
St. Claire's Medical Center,"Address: 1838 Dian St.1200, Makati City",Category: Level 3/ Tertiary,Contact No.: 8315445
Bicol Medical Center,Address: Concepcion Pequeña Sr.,Naga City,Category: Level 4/Specialty-DOH Retained
C.P. Reyes Hospital,"Address: A. Mabini Ave., tanauan City, Batangas",Category: Level 2/Secondary,Contact No.: (043) 778-1119/1364
Daniel O. Mercado Medical Center,"Address: Pres. J.P Laurel Highway, Tanauan City, Batangas",Category: Level 4/Specialty,Contact No.: (043) 778-1810/0960
St. John the Baptist Hospital of Marikina,"Address: 23 Sta. Ana Ext. cor., Betelnut St., A. Tuazon, San Roque, Marikina City",Category: Level 4/ Specialty,Contact No.: 6823844/6478134
Naga City Hospital,"Address: Peñafrancia Avenue, Naga City",Category:Level 1/Primary,Contact No.(054) 811-3213
Gonzales Medical & Childrens Hospital,"Address: 50 Sixto Castillo St., Tanauan City, Batangas",Category: Level 2/Secondary,Contact No.: (043) 778-1218 / 405-0386
H.M. Corochea General Hospital,"Address: Collantes Subd., Brgy. 7, Tanausan City, Batangas",Category: Level 2/Secondary,Contact No.: (043) 778-1298
Silva's Clinic,"Address: F. Platon St., Tanauan City, Batangas",Category: Level 1/Primary,Contact No.: (043) 778-1072
Golden Gate General Hospital,"Address: 16 P. Prieto Street, Batangas City, Batangas",Category: Level 4/Specialty,Contact No.: (043) 723-3011
St. Jude General Hospital and Medical Center,"Address: Dimasalang corner Don Quijote Sts., Sampaloc, Manila",Category: Level 4/ Specialty,Contact No.: 7312761-65
"St. Patrick's Hospital and Medical Center, Inc.","Address: Lopez Jaena St., Batangas City, Batangas",Category: Level 3/Tertiary,Contact No.: (043) 723-7089/7092
St. Martin De Porres Charity Hospital,"Address: 70 A. Bonifacio Street, Barangay Kabayanan, San Juan City",Level 4/ Specialty,Contact No.: 7230741 to 43
Batangas Health Care Hospital (Jesus of Nazareth),"Address: Brgy. Gulod Itaas, Batangas City, Batangas",Category: Level 3/Tertiary,Contact No.: (043) 722-0550
Sta. Rita de Baclaran Hospital,"Address: 0972 G. G. Cruz St., Baclaran, Paranaque City",Level 2/ Secondary,Contact No.: 8317005
Lipa Medix Medical Center,"Address: Balintawak, Lipa City, Batangas",Category: Level 3/Tertiary,Contact No.: (043) 756-3008
Taguig - Pateros District Hospital,"Address: East Service Road, Western Bicutan, Taguig City",Level 2/Secondary,Contact No.: 8372144
Mary Mediatix Medical Center,"Address: J.P. Laurel Highway, Mataas na Lupa, Lipa City, Batangas",Category: Level 4/Specialty,Contact No.: 756-6892 / 7571974
The Family Inc. Hospital,"Address: 1474 Maria Clara Street, Sampaloc, Manila",Level 4/Specialty,Contact No.: 7312901
Metro Lipa Medical Center,"Address: J.P. Laurel Highway, Marawoy, Lipa City, Batangas",Category: Level 3/Tertiary,Contact No.: (043) 312-2668 / 756-0549
N.L. Villa Memorial Medical Center,"Address: F. Manalo St., Lipa City, Batangas",Category: Level 3/Tertiary,Contact No.: (043) 756-1217/4871
"San Antonio Medical Center of Lipa, Inc.","Address: 2 C.M. Recto Ave., Lipa City, Batangas",Category: Level 2/Secondary,Contact No.: (043) 312-2003 / 756-2522
"Trinity Woman and Child Center ""The Birth Place""","Address: 2732 New Panaderos Street, Sta. Ana, Manila",Level 2/ Secondary,Contact No.: 5641510-12 loc.103
U.P. Health Services,"Address: J.P. Laurel Avenue Corner Apacible Agoncillo Streets U.P. Campus, Diliman, Quezon City",Level 1/ Primary,Contact No.: 9283608
Unciano General Hospital,"Address: 393 Boni Avenue, 1501, Mandaluyong City",Level 2/ Secondary,Contact No.: 5336565 to 66
Lipa Doctors Hospital,"Address: Rizal Street, Lipa City",Category: Level 1/Primary,Contact No.: (043) 756-2416 / 751-2141
Ospital ng Lungsod ng San Jose Del Monte,"Address: Bagong Buhay I, Sapang Palay, Bulacan, Philippines",Category: Level 2/ Secondary,Contact No.: 09163121214
Dra. Araceli D. Mendoza Memorial Medical Clinic (formerly Holy Family Clinic),"Address: 24 Int. C.M. Recto Ave., Lipa City, Batangas",Category: Level 1/Primary,Contact No.: (043) 756-2416
Bulacan Medical Center,"Address: Majon, Malolos City, Bulacan, Philippines",Category: Level 4/ Specialty,Contact No.: 044-7910630/6622675
Divine Love General Hospital,"Address: Sinagtala, Lipa City, Batangas",Category: Level 2/Secondary,Contact No.: (043) 756-1338/2435
DLS - Dr. Rodolfo R. Poblete Memorial Hospital,"Address: Burgos St., Alfonso, Cavite",Category: Level 2/Secondary,Contact No.: (046) 415-0190 / 415-1286
Crisostomo General Hospital,"Address: Dulong Bayan, Bacoor, Cavite",Category: Level 2/Secondary,Contact No.: (046) 434-3195/4805
Molino Doctors Hospital,"Address: Molino II, National Road, Bacoor, Cavite",Category: Level 2/Secondary,Contact No.: (046) 477-1661 loc. 115
St. Michael Medical Center,"Address: 220 Molino II, Bacoor, Cavite",Category: Level 2/Second,Contact No.: (046) 477-1757
Metro South Medical Center,"Address: Molino IV, Bacoor, Cavite",Category: Level 3/Tertiary,Contact No.: (046) 477-1743
Vian Family Hospital,"Address: 4041 Que Grande Street, Ugong, Valenzuela City",Level 1/ Primary,Contact No.: 4325744
Villarosa Hospital,"Address: 11 Salalilla Street, Project 4, 1109, Quezon City",Level 2/ Secondary,Contact No.: 9139705/4382995
Prime Global Care Medical Center,"Address: Bahayang Pag-asa Subd., Molino, Bacoor",Category: Level 2/Secondary,Contact No.: (046) 477-0806
St. Dominic Medical Center,"Address: Talaba, Bacoor, Cavite",Category: Level 3/Tertiary,Contact No.: (046) 417-2525/2520
Word of Hope General Hospital Foundation Inc.,"Address: 23 Buenamar Street, Buenamar Subdivision, Novaliches, Quezon City",Category: N/A,Contact No.: N/A
University of Perpetual Help Rizal Medical Center,"Address: Alabang-Zapote Road, Pamplona, 1740, Las Pinas",Level 4/ Specialty,Contact No.: 8748515
Catalan Medical Hospital,"Address: 523 J.M. Loyola St., Carmona, Cavite",Category: Level 1/Primary,Contact No.: (046) 430-0718
Dr. Jose Rizal Memorial Hospital,"Address: Lawaan, Dapitan City",Level 2/ Secondary,Contact No.: 065-2136222/065-2136421
Bongabon District Hospital,"Address: De Lara Street, Brgy. Curva, Bongabon, Nueva Ecija, Philippines",Category: Level 2/ Secondary,Contact No.: 044-9610229; 0920-3270028
Zamboanga Del Norte Medical Center,"Address: Turno, Sicayab,Dipolog City, Zamboanga del Norte",Level 2/ Secondary,Contact No.: 065-2124120
Sindangan District Hospital,"Address: Sindangan, 7112 Zamboanga del Norte",Category: Level 2/ Secondary,Contact No.: 09177229841
Labason District Hospital,"Address: La Union, Labason, 7117 Zamboanga del Norte",Level 1/ Primary,Contact No.: 0927-4455171
Siocon District Hospital,"Address: Preztoza Street, Siocon, Zamboanga del Norte",Level 1/ Primary,Contact No.:
Piñan District Hospital,"Address: Poblacion North, Piñan, 7105 Zamboanga del Norte, Philippines",Level 1/ Primary,Contact No.: 09082990601
Liloy Integrated Health District Hospital,"Address: National Highway, Liloy, Zamboanga del Norte, Philippines",Level 1/ Primary,Contact No.: 0916-2482744
Manukan Medicare Community Hospital,"Address: Poblacion, Manukan, Zamboanga del Norte, Philippines",Level 1/ Primary,Contact No.: 0919-7373127
Sibutad Municipal Hospital,"Address: Magsaysay, Sibutad, Zamboanga del Norte, Philippines",Level 1/ Primary,Contact No.: 0918-3621874
Mayor Joaquin Macias G. Memorial Hospital,"Address: Goleo, Sindangan, Zamboanga del Norte, Philippines",Level 1/ Primary,Contact No.: 2242158
Dipolog Medical Center,"Address: Mibang, Sta. Filomena, Dipolog City, Zamboanga Del Norte, Philippines",Level 2/ Secondary,Contact No.: 065-2122555/065-2125486
Ospital Ng Kabataan Ng Dipolog,"Address: 604 Padre Ramon Street, Dipolog City, Zamboanga del Norte, Philippines",Level 2/Secondary,Contact No.: 065-2122837
Santa Isabel General Hospital,"Address: Sta. Isabel, Dipolog City, 7100 Zamboanga del Norte, Philippines",Level 2/ Secondary,Contact No.: 065-2127016/065-2128550
Zamboanga Del Norte Cooperative Hospital,"Address: Turno, Dipolog City, 7100 Zamboanga del Norte, Philippines",Level 2/ Secondary,Contact No.: 065-2126990
Margosatubig Regional Hospital,"Address: Poblacion, Margosatubig, Zamboanga del Sur, Philippines",Level 2/ Secondary,Contact No.: 062-2115634
HCGC Medical Plaza Hospital,"Address: 260 San Jose St., Carmona, Cavite",Category: Level 1/Primary,Contact No.: (046) 430-1017
De La Salle University Medical Center,"Address: Congressional Ave., Dasmariñas, Cavite",Category: Level 4/Specialty,Contact No.: (046) 416-0226
"St. Paul Hospital Cavite, Inc.","Address: Burol II, Bagong Bayan, Dasmariñas, Cavite",Category: Level 3/Tertiary,Contact No.: (046) 416-3877
Emilio Aguinaldo College Medical Center,"Address: Brgy. Salitran II, Dasmariñas, Cavite",Category: Level 3/Tertiary,Contact No.: (046) 820-2037 / 416-3010
Asia Medic Family Hospital and Medical Center,"Address: Sitio Palapala, Sampalok 2, Dasmariñas, Cavite",Category: Level 2/Secondary,Contact No.: (046) 416-1110
San Jose Hospital and Trauma Center,Address: San Jose Hospital and Trauma Center,Category: Level 2/Secondary,Contact No.: (046) 696-9840
Talavera Extension Hospital,"Address: Maestrang Kikay, Talavera, Nueva Ecija, Philippines",Category: Level 1/ Primary,Contact No.: 044-4117960/61
General Trias Maternity & Pediatric Hospital,"Address: Tejero, Gen. Trias, Cavite",Category: Level 2/Secondary,Contact No.: (046) 437-81111 / 509-1325
Pagadian City Medical Center,"Address: Cabrera Street,San Francisco District, Pagadian City",Level 3/ Tertiary,Contact No.: 2143237
Aurora General Hospital,"Address: Roxas Street, Aurora,Zamboanga del Sur, Philippines",Level 2/ Secondary,Contact No.: 062-3312023
SSMC Satellite Hospital,"Address: Gateway Business Park, Brgy. Javalera, General Trias, Cavite",Category: Level 2/Secondary,Contact No.: (046) 433-0210
Divine Grace Medical Center,"Address: Bypass Road, Tejero, Genral Trias, Cavite",Category: Level 3/Tertiary,Contact No.: (046) 473-1177 / 887-2499
Kuta Cesar L. Sang-an Station Hospital,"Address: Pulacan, Labangan, Zamboanga del Sur, Philippines",Level 1/ Primary,Contact No.: 065-7138316
"Imus Family Hospital, Inc.","Address: Justineville II Subd., Palico, Imus, Cavite",Category: Level 2/Secondary,Contact No.: (046) 471-6403 / 970-6768
Midsalip Infirmary Hospital,"Address: Midsalip,Zamboanga del Sur, Philippines",Level 1/ Primary,Contact No.: 0905-4114337
Don Santiago Nahial Memorial Hospital,"Address: Purok Sampaguita,Poblacion, Diñas,Zamboanga del Sur, Philippines",Level 1/ Primary,Contact No.: 062-2114520
Our Lady of the Pillar Medical Center,"Address: Tamsul, Ave., Bayan Luma, Imus, Cavite",Category: Level 3/Tertiary,Contact No.: (046) 472-3773/3072
Medical Center Imus,"Address: Diversion Road, Palico IV, Imus",Category: Level 3/Tertiary,Contact No.: (046) 472-3987/3982
Kawit Maternity & General Hospital,"Address: 66 Freedom Park, Kaingin, Kawit, Cavite",Category: Level 1/Primary,Contact No.: (046) 484-7363
