Hospital_Names,Addresses,Category,Contact_Info
Assumpta Medical Hospital,Assumpta Medical Hospital,Level 1/Primary,(043) 421-1267
Ragay District Hospital,"Ragay, Camarines Sur",Level 1/Primary,(054) 741-1134
Taal Polymedic Hospital and Medical Center,"Diversion Road, Carasuche, Taal Batangas",Level 3/Tertiary,(043) 214-2384
San Jose Medicare Community Hospital,"Del Carmen, San Jose, Camarines Sur",Level 1/Primary,(054) 454-2145
Presidential Security Group Station Hospital,"Malacanang Park 1005, Manila",,521-2301
Protacio Medical Services,"484 Quirino Avenue, Tambo, 1700, Paranaque",Level 2/ Secondary,8522953/8521360
St. Agnes General Hospital Inc.,"241 Roosevelt Ave., San Francisco Del Monte, Quezon City",Level 3/Tertiary,3741314
Ed & Tita's General Hospital,"206 Gov. E. Halili Ave., Bagbaguin, Sta. Maria, Bulacan",Level 1/ Primary,044-6412454
Sipocot District Hospital,"Sipocot, Camarines Sur",Level 2/Secondary,(054) 256-6349
Queensberry Hospital,"56 Ramires St., Novaliches, Quezon City",Level 2/ Secondary,4175827
Sta. Clara de Montefalco Hospital,"Km. 20 NLEX Servcie Rd. Malhacan, Meycauayan, Bulacan, Philippines",Level 3/ Tertiary,044-6953647
Siruma Municipal Hospital,Siruma Camarines Norte,Level 1/Primary,
Sabater General Hospital,"Caruncho Avenue, 1600, Pasig City",Level 2/ Secondary,6418194
St. Andrew Hospital,"Tumaway, Talisay, Batangas",Level 2/Secondary,(043) 773-0196
Salve Regina General Hospital Inc.,"Lot A2A Marcos Hi-way, Dela Paz, Pasig City",Level 2/ Secondary,9337133-35 fax 6453035
Calalang General Hospital,"16R Valenzuela St., Mc Arthur Hi-way, Marulas",Level 2/ Secondary,2916801 to 01 fax 2917113
San Juan De Dios Educational Foundation Inc.,"2772 Roxas Boulevard, 1300, Pasay City",Level 4/ Specialty,8319731 to 36/8315641 to 49
Tinambac Medicare Community Hosp.,"Tinambac, Camarines Sur",Level 1/Primary,
Santissimo Rosario General Hospital,"No. 2 Espiritu Street, Marulas",Level 2/ Secondary,2916985
Tuy General Hospital,"6 Burgos St., Tuy, Batangas",Level 2/Secondary,(043) 332-0046
San Ramon Hospital,"# 38 Gen. Ordoñez St., Rancho 4, Marikina City",Level 1/ Primary,9418040
John Paul Hospital,26 Mariano Ponce cor. Tirad Pass St.,Level 2/ Secondary,3618959 fax 3612401
Tinambac Municipal Infirmary,"Binmaley, Tinambac, Camarines Sur",Level 1/Primary,
San Roque Medical Clinic,"249 T. Montillano St., Alabang, Muntinlupa City",Level 1/Primary,8422950/2842/2856
South Superhighway Medical Center,"Km. 17 West Service Road, South Superhighway, Paranaque City",Level 3/ Tertiary,8235250/8218454
St. Claire's Medical Center,"1838 Dian St.1200, Makati City",Level 3/ Tertiary,8315445
Bicol Medical Center,"Concepcion Pequeña Sr., Naga City",level 4/specialty-doh retained,
C.P. Reyes Hospital,"A. Mabini Ave., tanauan City, Batangas",Level 2/Secondary,(043) 778-1119/1364
Daniel O. Mercado Medical Center,"Pres. J.P Laurel Highway, Tanauan City, Batangas",Level 4/Specialty,(043) 778-1810/0960
St. John the Baptist Hospital of Marikina,"23 Sta. Ana Ext. cor., Betelnut St., A. Tuazon, San Roque, Marikina City",Level 4/ Specialty,6823844/6478134
Naga City Hospital,"Peñafrancia Avenue, Naga City",Level 1/Primary,(054) 811-3213
Gonzales Medical & Childrens Hospital,"50 Sixto Castillo St., Tanauan City, Batangas",Level 2/Secondary,(043) 778-1218 / 405-0386
H.M. Corochea General Hospital,"Collantes Subd., Brgy. 7, Tanausan City, Batangas",Level 2/Secondary,(043) 778-1298
Silva's Clinic,"F. Platon St., Tanauan City, Batangas",Level 1/Primary,(043) 778-1072
Golden Gate General Hospital,"16 P. Prieto Street, Batangas City, Batangas",Level 4/Specialty,(043) 723-3011
St. Jude General Hospital and Medical Center,"Dimasalang corner Don Quijote Sts., Sampaloc, Manila",Level 4/ Specialty,7312761-65
"St. Patrick's Hospital and Medical Center, Inc.","Lopez Jaena St., Batangas City, Batangas",Level 3/Tertiary,(043) 723-7089/7092
St. Martin De Porres Charity Hospital,"70 A. Bonifacio Street, Barangay Kabayanan, San Juan City",Level 4/ Specialty,7230741 to 43
Batangas Health Care Hospital (Jesus of Nazareth),"Brgy. Gulod Itaas, Batangas City, Batangas",Level 3/Tertiary,(043) 722-0550
Sta. Rita de Baclaran Hospital,"0972 G. G. Cruz St., Baclaran, Paranaque City",Level 2/ Secondary,8317005
Lipa Medix Medical Center,"Balintawak, Lipa City, Batangas",Level 3/Tertiary,(043) 756-3008
Taguig - Pateros District Hospital,"East Service Road, Western Bicutan, Taguig City",Level 2/Secondary,8372144
Mary Mediatix Medical Center,"J.P. Laurel Highway, Mataas na Lupa, Lipa City, Batangas",Level 4/Specialty,756-6892 / 7571974
The Family Inc. Hospital,"1474 Maria Clara Street, Sampaloc, Manila",Level 4/Specialty,7312901
Metro Lipa Medical Center,"J.P. Laurel Highway, Marawoy, Lipa City, Batangas",Level 3/Tertiary,(043) 312-2668 / 756-0549
N.L. Villa Memorial Medical Center,"F. Manalo St., Lipa City, Batangas",Level 3/Tertiary,(043) 756-1217/4871
"San Antonio Medical Center of Lipa, Inc.","2 C.M. Recto Ave., Lipa City, Batangas",Level 2/Secondary,(043) 312-2003 / 756-2522
"Trinity Woman and Child Center ""The Birth Place""","2732 New Panaderos Street, Sta. Ana, Manila",Level 2/ Secondary,
U.P. Health Services,"J.P. Laurel Avenue Corner Apacible Agoncillo Streets U.P. Campus, Diliman, Quezon City",Level 1/ Primary,9283608
Unciano General Hospital,"393 Boni Avenue, 1501, Mandaluyong City",Level 2/ Secondary,5336565 to 66
Lipa Doctors Hospital,"Rizal Street, Lipa City",Level 1/Primary,(043) 756-2416 / 751-2141
Ospital ng Lungsod ng San Jose Del Monte,"Bagong Buhay I, Sapang Palay, Bulacan, Philippines",Level 2/ Secondary,09163121214
Dra. Araceli D. Mendoza Memorial Medical Clinic (formerly Holy Family Clinic),"24 Int. C.M. Recto Ave., Lipa City, Batangas",Level 1/Primary,(043) 756-2416
Bulacan Medical Center,"Majon, Malolos City, Bulacan, Philippines",Level 4/ Specialty,044-7910630/6622675
Divine Love General Hospital,"Sinagtala, Lipa City, Batangas",Level 2/Secondary,(043) 756-1338/2435
DLS - Dr. Rodolfo R. Poblete Memorial Hospital,"Burgos St., Alfonso, Cavite",Level 2/Secondary,(046) 415-0190 / 415-1286
Crisostomo General Hospital,"Dulong Bayan, Bacoor, Cavite",Level 2/Secondary,(046) 434-3195/4805
Molino Doctors Hospital,"Molino II, National Road, Bacoor, Cavite",Level 2/Secondary,
St. Michael Medical Center,"220 Molino II, Bacoor, Cavite",Level 2/Second,(046) 477-1757
Metro South Medical Center,"Molino IV, Bacoor, Cavite",Level 3/Tertiary,(046) 477-1743
Vian Family Hospital,"4041 Que Grande Street, Ugong, Valenzuela City",Level 1/ Primary,4325744
Villarosa Hospital,"11 Salalilla Street, Project 4, 1109, Quezon City",Level 2/ Secondary,9139705/4382995
Prime Global Care Medical Center,"Bahayang Pag-asa Subd., Molino, Bacoor",Level 2/Secondary,(046) 477-0806
St. Dominic Medical Center,"Talaba, Bacoor, Cavite",Level 3/Tertiary,(046) 417-2525/2520
Word of Hope General Hospital Foundation Inc.,"23 Buenamar Street, Buenamar Subdivision, Novaliches, Quezon City",,
University of Perpetual Help Rizal Medical Center,"Alabang-Zapote Road, Pamplona, 1740, Las Pinas",Level 4/ Specialty,8748515
Catalan Medical Hospital,"523 J.M. Loyola St., Carmona, Cavite",Level 1/Primary,(046) 430-0718
Dr. Jose Rizal Memorial Hospital,"Lawaan, Dapitan City",Level 2/ Secondary,065-2136222/065-2136421
Bongabon District Hospital,"De Lara Street, Brgy. Curva, Bongabon, Nueva Ecija, Philippines",Level 2/ Secondary,044-9610229; 0920-3270028
Zamboanga Del Norte Medical Center,"Turno, Sicayab,Dipolog City, Zamboanga del Norte",Level 2/ Secondary,065-2124120
Sindangan District Hospital,"Sindangan, 7112 Zamboanga del Norte",Level 2/ Secondary,09177229841
Labason District Hospital,"La Union, Labason, 7117 Zamboanga del Norte",Level 1/ Primary,0927-4455171
Siocon District Hospital,"Preztoza Street, Siocon, Zamboanga del Norte",Level 1/ Primary,
Piñan District Hospital,"Poblacion North, Piñan, 7105 Zamboanga del Norte, Philippines",Level 1/ Primary,09082990601
Liloy Integrated Health District Hospital,"National Highway, Liloy, Zamboanga del Norte, Philippines",Level 1/ Primary,0916-2482744
Manukan Medicare Community Hospital,"Poblacion, Manukan, Zamboanga del Norte, Philippines",Level 1/ Primary,0919-7373127
Sibutad Municipal Hospital,"Magsaysay, Sibutad, Zamboanga del Norte, Philippines",Level 1/ Primary,0918-3621874
Mayor Joaquin Macias G. Memorial Hospital,"Goleo, Sindangan, Zamboanga del Norte, Philippines",Level 1/ Primary,2242158
Dipolog Medical Center,"Mibang, Sta. Filomena, Dipolog City, Zamboanga Del Norte, Philippines",Level 2/ Secondary,065-2122555/065-2125486
Ospital Ng Kabataan Ng Dipolog,"604 Padre Ramon Street, Dipolog City, Zamboanga del Norte, Philippines",Level 2/Secondary,065-2122837
Santa Isabel General Hospital,"Sta. Isabel, Dipolog City, 7100 Zamboanga del Norte, Philippines",Level 2/ Secondary,065-2127016/065-2128550
Zamboanga Del Norte Cooperative Hospital,"Turno, Dipolog City, 7100 Zamboanga del Norte, Philippines",Level 2/ Secondary,065-2126990
Margosatubig Regional Hospital,"Poblacion, Margosatubig, Zamboanga del Sur, Philippines",Level 2/ Secondary,062-2115634
HCGC Medical Plaza Hospital,"260 San Jose St., Carmona, Cavite",Level 1/Primary,(046) 430-1017
De La Salle University Medical Center,"Congressional Ave., Dasmariñas, Cavite",Level 4/Specialty,(046) 416-0226
"St. Paul Hospital Cavite, Inc.","Burol II, Bagong Bayan, Dasmariñas, Cavite",Level 3/Tertiary,(046) 416-3877
Emilio Aguinaldo College Medical Center,"Brgy. Salitran II, Dasmariñas, Cavite",Level 3/Tertiary,(046) 820-2037 / 416-3010
Asia Medic Family Hospital and Medical Center,"Sitio Palapala, Sampalok 2, Dasmariñas, Cavite",Level 2/Secondary,(046) 416-1110
San Jose Hospital and Trauma Center,San Jose Hospital and Trauma Center,Level 2/Secondary,(046) 696-9840
Talavera Extension Hospital,"Maestrang Kikay, Talavera, Nueva Ecija, Philippines",Level 1/ Primary,044-4117960/61
General Trias Maternity & Pediatric Hospital,"Tejero, Gen. Trias, Cavite",Level 2/Secondary,(046) 437-81111 / 509-1325
Pagadian City Medical Center,"Cabrera Street,San Francisco District, Pagadian City",Level 3/ Tertiary,2143237
Aurora General Hospital,"Roxas Street, Aurora,Zamboanga del Sur, Philippines",Level 2/ Secondary,062-3312023
SSMC Satellite Hospital,"Gateway Business Park, Brgy. Javalera, General Trias, Cavite",Level 2/Secondary,(046) 433-0210
Divine Grace Medical Center,"Bypass Road, Tejero, Genral Trias, Cavite",Level 3/Tertiary,(046) 473-1177 / 887-2499
Kuta Cesar L. Sang-an Station Hospital,"Pulacan, Labangan, Zamboanga del Sur, Philippines",Level 1/ Primary,065-7138316
"Imus Family Hospital, Inc.","Justineville II Subd., Palico, Imus, Cavite",Level 2/Secondary,(046) 471-6403 / 970-6768
Midsalip Infirmary Hospital,"Midsalip,Zamboanga del Sur, Philippines",Level 1/ Primary,0905-4114337
Don Santiago Nahial Memorial Hospital,"Purok Sampaguita,Poblacion, Diñas,Zamboanga del Sur, Philippines",Level 1/ Primary,062-2114520
Our Lady of the Pillar Medical Center,"Tamsul, Ave., Bayan Luma, Imus, Cavite",Level 3/Tertiary,(046) 472-3773/3072
Medical Center Imus,"Diversion Road, Palico IV, Imus",Level 3/Tertiary,(046) 472-3987/3982
Kawit Maternity & General Hospital,"66 Freedom Park, Kaingin, Kawit, Cavite",Level 1/Primary,(046) 484-7363
Our Lady of the Way Medical And Pediatric Clinic,"92 Brgy. Cabulusan, Magallanes",Level 1/Primary,
Mahayag District Hospital,"San Vicente, Mahayag, Zamboanga del Sur, Philippines",Level 1/ Primary,0909-7167976
Blancia Hospital,"Blancia, Molave, Zamboanga del Sur, Philippines",Level 2/ Secondary,062-2252302
Bato Maternity And Children's Hospital,Bato Catanduanes,Level 1/Primary,63-52-8113865
Caramoran Municipal Hospital,Caramoran Catanduanes,Level 1/Primary,
S.S. Lumapas Medical Clinic,"Mabini Street, Molave, Zamboanga del Sur, Philippines",Level 1/ Primary,062-2252303
Chavez Medical Clinic,"Poblacion, Dinas, Zamboanga del Sur, Philippines",Level 1/ Primary,
Gigmoto District Hospital,Gigmoto Catanduanes,Level 1/Primary,
J. Cabahug Hospital,"Rizal Avenue,San Pedro District, Pagadian City, Zamboanga del Sur, Philippines",Level 2/ Secomdary,2141100/2153471
Pandan District Hospital,Pandan Catanduanes,Level 1/Primary,
Hofilena Hospital,"F. S. Fajares Avenue, Pagadian City, Zamboanga del Sur, Philippines",Level 1/Primary,062-2151689/062-2154044
Z.S. Health Services Cooperative Hospital,"Alano Street,Pagadian City, Zamboanga del Sur, Philippines",,
Biliran Provincial Hospital,"Naval, Biliran",Level 2/Secondary,(053) 500-9918
First Filipino Saint Hospital,"Brgy. San Roque, Gov. Drive, Naic, Cavite",Level 2/Secondary,(046) 412-1411/2298
Zamboanga del Sur Provincial Hospital,"Dao, Pagadian City, Zamboanga del Sur, Philippines",Level 2/ Secondary,062-2142467/2144698
"Metro Pagadian Hospital, Incorporated","V. Sagun Street,Lumbia District,Pagadian City, Zamboanga del Sur, Philippines",Level 1/ Primary,062-2153643
"Naic Doctors Hospital, Inc.","Daang Makina, Naic, Cavite",Level 2/Secondary,(046) 412-1443
Pagadian Doctors Hospital,"Rizal Avenue, Lumbia District, Pagadian City, Zamboanga del Sur, Philippines",Level 2/ Secondary,062-2143943
Sto. Domingo District Hospital,"Provincial Road, Pulong Bule, Sto. Domingo, Nueva Ecija, Philippines",Level 2/ Secondary,0917-3661830
St. Martin Maternity and Pediatric Hospital,"Salcedo II, Noveleta, Cavite",Level 2/Secondary,(046) 438-1112
San Antonio District Hospital,"San Mariano,San Antonio, Nueva Ecija, Philippines",Level 2/ Secondary,'09122360367; 044-4862534
Jamelarin Hospital,"Rizal Avenue,Bagong Silang,Balangasan District, Pagadian City. Zamboanga del sur, Philippines",Level 2/ Secondary,062-2153295/2144904
Contreras Medical Clinic,"Gen. Trias Drive, Rosario, Cavite",Level 2/Secondary,(046) 438-1958
Central Luzon State University Hospital,"CLSU cmpd., Bantug, Science City of Muñoz, Nueva Ecija, Philippines",Level 1/ Primary,044-4560689
Our Savior Hospital,"Gen. Trias Drive, Rosario, Cavite",Level 2/Secondary,
Juan M. Alberto Memorial District Hospital,San Andres Catanduanes,Level 1/Primary,
Viga District Hospital,San Vicente St. Viga Catanduanes,Level 1/Primary,+063 929 278 10 46 | +063 9296685756
Eastern Bicol Medical Center,Virac Catanduanes,Level 3/Tertiary,052-8111384
"Borbon General Hospital, Incorporated","0044 Rizal Avenue,Santa Lucia, Pagadian City, Zamboanga del Norte, Philippines",Level 2/ Secondary,1698 or 2141001
SSMC Satellite Hospital - Rosario Branch,"Abutin Bldg., Salinas Drive, Rosario, Cavite",Level 2/Secondary,(046) 438-7125
Salug Valley Medical Center (Formerly Igano Community Hospital),"CBurgos Street,Centro, Molave, Zamboanga del Sur, Philippines",Level 3/ Tertiary,062-2251427
Aroroy Municipal Hospital,Aroroy Masbate,Level 1/Primary,0921-7304423
Euser Medical Clinic,"Tambulig, Zamboanga del Sur, Philippines",Level 1/ Primary,0906-8573401
Balud Municipal Hospital,Balud Masbate,Level 1/Primary,
"St. Mazenod Hospital, Inc.","B113 L7&8 AFP Housing, Bulihan, Silang",Level 1/Primary,(046) 414-0793
Guimba District Hospital,"Pacac, Guimba, Nueva Ecija, Philippines",Level 2/ Secondary,0916-6158722
Heart of Jesus Hospital,"Brgy. R. Rueda, San Jose City, Nueva Ecija, Philippines",Level 2/ Secondary,044-5111282/2256; 9471703
Estrella Hospital,"Km 43, Aguinaldo Hi-way, Silang, Cavite",Level 2/Secondary,(046) 414-0793
San Jose City General Hospital,"Maharlika Highway, Brgy. Malasin, San Jose City, Nueva Ecija, Philippines",Level 2/ Secondary,044-5112265
Velazco Hospital,"J.P. Rizal, Sabutan, Silang, Cavite",Level 2/Secondary,(046) 414-0280
E.L. Joson Memorial Hospital (formerly Nueva Ecija Provincial Hospital),"Maharlika Hi-way,Daan Sarile, Cabantuan City, Nueva Ecija, Philippines",Level 2/ Secondary,044-6001424/5233/5234
Adventist University of the Philippines Health Service,"Putingkahoy, Silang, Cavite",Level 1/Primary,(049) 541-1228
Premiere Medical Center,"Daang Sarile, Maharlika, Highway, Cabanatuan City, Nueva Ecija, philippines",Level 4/ Specialty,044-4635868/6000267
Zamboanga Sibugay Provincial Hospital,"Sanito, Ipil,Zamboanga Sibugay, Philippines",Level 2/ Secondary,062-3332323
Dr. Paulino J. Garcia Memorial Research & Medical Center,"Mabini Street, Cabanatuan City, Nueva Ecija, Philippines",Level 4/ Specialty,044-4638286 / 4638888
Alicia District Hospital,"Poblacion, Alicia,Zamboanga Sibugay, Philippines",Level 1/ Primary,0915-4115370
Payao Municipal Hospital,"Poblacion, Payao,Zamboanga Sibugay, Philippines",Level 1/ Primary,
Silang General Hospital,"M.H. del Pilar, SIlang, Cavite",Level 1/Primary,(046) 686-1197
Olutanga Municipal Hospital,"Bateria, Olutanga, Zamboanga Sibugay, Philippines",Level 1/ Primary,
Tanza General Hospital,"Daang Amaya 2, Tanza, Cavite",Level 2/Secondary,(046) 505-1285
JNRAL Family Corporation Hospital,"A. Soriano Highway, Sahud Ulan, Tanza, Cavite",Level 1/Primary,(046) 686-3374
Cavite Medical Center,"767 Cavite Blvd., Dalahican, Cavite",Level 3/Tertiary,(046) 431-5650 / 504-4496
Cataingan District Hospital,Cataingan Masbate,Level 2/Secondary,0920-3587593 / 0921-5458640
Kabasalan Pathfinder Hospital,"Goodyear, Kabasalan, Zamboanga Sibugay, Philippines",Level 1/ Primary,062-3282215
Dela Cruz Maternity Hospital,"910 Crescini St., Caridad, Cavite City, Cavite",Level 2/Secondary,(046) 431-3185
Cawayan Municipal Hospital,Cawayan Masbate,Level 1/Primary,
Wilfredo S. Palma Memorial Hospital,"Poblacion, Diplahan Zamboanga Sibugay, Philippines",Level 1/ Primary,0915-6335522
Claveria District Hospital,Claveria Masbate,Level 1/Primary,
Bautista Hospital,"375 P. Burgos Ave., Caridad, Cavite City, Cavite",Level 3/Tertiary,(046) 431-0416/0330
Basilan General Hospital,"Binuangan, Isabela City , Philippines",Level 2/ Secondary,068-2007464
M.V. Santiago Medical Center,"Brgy. De Ocampo, Trece Martirez City. Cavite",Level 2/Secondary,(046) 419-0174/1877
Tagaytay Hospital and Medical Center,"E. Aguinaldo Highway, SIlang Crossing East, Tagaytay Rotonda, Tagaytay City, Cavite",Level 3/Tertiary,(046) 860-2529
Juan S. Alano Memorial Hospital,"Rizal Avenue, Isabela City, Philippines",Level 2/ Secondary,2003272
Moises Espinosa Sr. Memorial Municipal Hospital,Dimasalang Masbate,Level 1/Primary,
Calamba Medical Center,"Km 49 National Highway, Parian, Calamba City, Laguna",Level 3/Tertiary,(049) 545-2729
Mandaon Medicare Community Hospital,Mandaon Masbate,Level 1/Primary,
Ticao District Hospital,Ticao Masbate,Level 1/Primary,
Masbate Provincial Hospital,Masbate City Masbate,Level 3/Tertiary,3332244
Dr. Henry de Villa Memorial Hospital,"Poblacion, Ipil,Zamboanga Sibugay, Philippines",Level 2/ Secondary,062-3332291/5640/5543
Pantaleon G. Gotladera Memorial Hospital (Formerly Bulan Municipal Hospital),Bulan Sorsogon,Level 1/Primary,(056) 411-1272
"St. John the Baptist Medical Center, Inc.","Parian, Calamba City, Laguna",Level 2/Secondary,(049) 545-7258
M. Simon Hospital,"Poblacion, Ipil, Zamboanga Sibugay, Philippines",Level 2/ Secondary,062-3332235
"Immaculate Conception Medical Center of Central Luzon, Inc.","Circumferential Road,San Juan, Accfa, Cabanatuan City, Philippines",Level 3/ Tertiary,044-9400900/4262
Cabanatuan City MV Gallego General Hospital,"Maharlika Highway, Cabanatuan, City, Nueva Ecija, Philippines",Level 2/ Secondary,044-4639436;4639438
Vicente Peralta Memorial District Hospital,"Cumadcad, Castilla, Sorsogon",Level 2/Secondary,
Ipil Doctors` Hospital,"Sanito, Ipil, Zamboanga Sibugay, Philippines",Level 2/ Secondary,
Calamba Medical Center,"National Highway, Crossing, Calamba City, Laguna",Level 3/Tertiary,(049) 545-9162/6364
Donsol District Hospital,"Donsol, Sorsogon",Level 2/Secondary,
